"","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"6784","ENSMUSG00000031007",0.0129450941552974,7.38323394081819,0.0902653383666125,0.929276197792729,0.992279073545005,-6.41839533118147,"Atp6ap2"
"7501","ENSMUSG00000032485",0.0126636521091551,6.570748782282,0.0903242226292396,0.929230195007993,0.992279073545005,-6.4163600509232,"Scap"
"7524","ENSMUSG00000032525",-0.0147954781122363,6.74151188521816,-0.0905623571160699,0.929044157308954,0.992279073545005,-6.41405307594775,"Nktr"
"7912","ENSMUSG00000033863",-0.0130327626554687,4.81234482504543,-0.0910289543601995,0.928679650166521,0.992279073545005,-6.29804970440027,"Klf9"
"9466","ENSMUSG00000038991",-0.0121159176290437,6.19392109424521,-0.0904106373403012,0.929162684787896,0.992279073545005,-6.40487910986321,"Txndc5"
"9897","ENSMUSG00000040351",-0.00862786775843464,6.18287885942412,-0.0903705003216717,0.929194041172547,0.992279073545005,-6.40026738019055,"Ankib1"
"10150","ENSMUSG00000041219",-0.0136492324141218,3.86352264117976,-0.0907501528050152,0.928897448783402,0.992279073545005,-6.20698788460507,"Arhgap11a"
"10527","ENSMUSG00000042626",-0.0154708609891292,4.05317631937324,-0.0901865540004332,0.929337747756825,0.992279073545005,-6.24510447281563,"Shc1"
"11116","ENSMUSG00000046034",-0.0108654884304555,3.91815114276957,-0.0922286532833819,0.927742517828364,0.992279073545005,-6.21636250776635,"Otulin"
"12424","ENSMUSG00000054752",-0.0115527339296259,5.78863029960038,-0.0914509578223258,0.928349994033812,0.992279073545005,-6.37732424425327,"Fsd1l"
"12903","ENSMUSG00000058740",-0.0151660425704335,5.89092177243101,-0.0912673779685162,0.928493399309042,0.992279073545005,-6.3910301592012,"Kcnt1"
"13217","ENSMUSG00000061603",-0.0117606351780037,7.3519895643339,-0.0922903995249651,0.927694288373428,0.992279073545005,-6.41824599890323,"Akap6"
"14667","ENSMUSG00000079555",0.0157242326532417,2.65499193233886,0.0910958453913052,0.928627396046937,0.992279073545005,-5.97443406783453,"Haus3"
"15219","ENSMUSG00000090061",0.00884558079983384,5.87833388699422,0.0903231754580208,0.92923101309853,0.992279073545005,-6.38292836233788,"Nwd2"
"16983","ENSMUSG00000117775",-0.0165172531937306,1.06656484628582,-0.0908978367818365,0.928782077941023,0.992279073545005,-5.70330842408437,"Gm50462"
"16999","ENSMUSG00000117910",-0.0568980254774416,-0.411082382125908,-0.0903441361473693,0.929214637815442,0.992279073545005,-5.36718655452077,"Gm50174"
"17194","ENSMUSG00000120742",-0.0221356359437704,0.679700732534554,-0.0906871375995708,0.928946676815007,0.992279073545005,-5.65794127816853,"Gm56506"
"14","ENSMUSG00000000126",0.0184466433243614,2.14732519477105,0.0838736168224756,0.934271185418245,0.992335945181223,-5.96136597466221,"Wnt9a"
"82","ENSMUSG00000000605",-0.00802174163527061,7.97374356077509,-0.08081011354197,0.936666270779457,0.992335945181223,-6.41283623936858,"Clcn4"
"136","ENSMUSG00000001029",-0.0236347359893919,1.72217145988768,-0.0855412397963404,0.932967691140876,0.992335945181223,-5.86024526512583,"Icam2"
"154","ENSMUSG00000001123",-0.018814606274398,2.92200051899214,-0.0787986633800131,0.938239193228962,0.992335945181223,-6.07534022049406,"Lgals9"
"221","ENSMUSG00000001542",-0.0161103809940194,2.01508439154937,-0.0787567181895506,0.938271996563259,0.992335945181223,-5.83666480090051,"Ell2"
"335","ENSMUSG00000002319",-0.0117740799759166,6.25745481277833,-0.0806579791927375,0.936785228005562,0.992335945181223,-6.41085835752239,"Ipo4"
"403","ENSMUSG00000002803",-0.00734450071072729,5.20680157939768,-0.0826818324460871,0.935202860739821,0.992335945181223,-6.35279517063737,"Btbd6"
"474","ENSMUSG00000003273",-0.0157354293495998,5.61606946861792,-0.0844543721637162,0.93381721686384,0.992335945181223,-6.3774981853253,"Car11"
"581","ENSMUSG00000004096",-0.0132663238963782,5.87548781202267,-0.0782456711813447,0.938671671335076,0.992335945181223,-6.37793232977618,"Cwc15"
"589","ENSMUSG00000004151",0.00772536907871802,5.6979217505323,0.0878206261310241,0.931186334711165,0.992335945181223,-6.36865899655107,"Etv1"
"713","ENSMUSG00000005267",0.00937832472872392,3.76446126938097,0.0790618597311063,0.938033362548756,0.992335945181223,-6.19122209530126,"Zfp287"
"796","ENSMUSG00000005936",-0.00728038675344279,6.61286721665512,-0.0787587077901122,0.938270440588876,0.992335945181223,-6.412916825745,"Kctd20"
"1039","ENSMUSG00000009090",-0.0108673651435037,6.72983401064484,-0.0776624938274786,0.939127777937861,0.992335945181223,-6.41772586371126,"Ap1b1"
"1177","ENSMUSG00000012123",0.0220698744349093,0.462087123961532,0.0876644081752549,0.93130840811528,0.992335945181223,-5.6060716588897,"Crybg2"
"1235","ENSMUSG00000014177",0.013970148247728,4.89210089421693,0.0851336843852277,0.933286237879488,0.992335945181223,-6.29315279267193,"Tvp23b"
"1288","ENSMUSG00000014859",-0.00956491326662796,4.69096728025582,-0.0779714759093316,0.93888611839255,0.992335945181223,-6.3127118692845,"E2f4"
"1411","ENSMUSG00000015947",-0.0146846014255644,1.33871522622157,-0.0871792010135358,0.931687574923326,0.992335945181223,-5.77111443068779,"Fcgr1"
"1443","ENSMUSG00000016349",-0.0125271500503828,7.80195076572722,-0.0865936259419464,0.932145197349565,0.992335945181223,-6.41278329894265,"Eef1a2"
"1477","ENSMUSG00000016933",-0.0120940996370248,7.11719957175261,-0.0885371820790698,0.930626419297327,0.992335945181223,-6.41865029804002,"Plcg1"
"1517","ENSMUSG00000017491",0.0105017011906695,4.07689058499981,0.0853032522073862,0.933153701639925,0.992335945181223,-6.21970837219586,"Rarb"
"1720","ENSMUSG00000019087",-0.00976546235662289,8.12444287212377,-0.0877178138184053,0.931266675140459,0.992335945181223,-6.4103817617162,"Atp6ap1"
"1765","ENSMUSG00000019487",0.0140102054475669,2.32293516744895,0.0836843062714128,0.934419172006788,0.992335945181223,-5.99931016900116,"Trip10"
"1915","ENSMUSG00000020023",-0.00967730826360882,4.28305125224131,-0.0862175206020953,0.932439133849611,0.992335945181223,-6.25340933765827,"Tmcc3"
"1968","ENSMUSG00000020120",-0.013067948183214,3.56213582251712,-0.0800227709353919,0.937281928234857,0.992335945181223,-6.14666399483648,"Plek"
"1993","ENSMUSG00000020166",0.00620427451278178,5.82221313801029,0.0828405400071603,0.935078785703631,0.992335945181223,-6.3819928814724,"Cnot2"
"1996","ENSMUSG00000020171",-0.017257063023641,5.80781754052229,-0.0851877417868955,0.933243985745515,0.992335945181223,-6.37069157404224,"Yeats4"
